date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
07/06/2020,Sejong,47,4,42,1,38,3,0,1,1
07/06/2020,Gyeonggi,934,197,682,29,536,54,63,55,19
07/06/2020,Gangwon,58,16,35,17,18,0,0,7,0
07/06/2020,Chung- buk,61,9,42,6,27,7,2,10,1
07/06/2020,Chung- nam,148,13,125,0,123,1,1,10,0
07/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
07/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
07/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
07/06/2020,Gyeong- nam,124,18,87,32,48,6,1,19,0
07/06/2020,Jeju,15,9,2,0,1,0,1,4,0
07/06/2020,Airport,547,547,0,0,0,0,0,0,2
07/06/2020,Total,11776,1292,9388,5213,2780,1236,159,1096,57
08/06/2020,Seoul,996,282,656,8,557,22,69,58,22
08/06/2020,Busan,147,29,88,12,57,18,1,30,0
08/06/2020,Daegu,6888,29,6118,4511,686,917,4,741,1
08/06/2020,Incheon,283,49,226,2,211,6,7,8,4
08/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
08/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
08/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
08/06/2020,Sejong,47,4,42,1,38,3,0,1,0
08/06/2020,Gyeonggi,942,198,690,29,544,54,63,54,8
08/06/2020,Gangwon,58,16,35,17,18,0,0,7,0
08/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
08/06/2020,Chung- nam,148,13,125,0,123,1,1,10,0
08/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
08/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
08/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
08/06/2020,Gyeong- nam,124,18,87,32,48,6,1,19,0
08/06/2020,Jeju,15,9,2,0,1,0,1,4,0
08/06/2020,Airport,550,550,0,0,0,0,0,0,3
08/06/2020,Total,11814,1297,9418,5213,2808,1238,159,1099,38
09/06/2020,Seoul,1015,283,674,8,576,21,69,58,19
09/06/2020,Busan,147,29,88,12,57,18,1,30,0
09/06/2020,Daegu,6888,29,6118,4511,686,917,4,741,0
09/06/2020,Incheon,286,49,229,2,214,6,7,8,3
09/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
09/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
09/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
09/06/2020,Sejong,47,4,42,1,38,3,0,1,0
09/06/2020,Gyeonggi,955,199,700,29,555,53,63,56,13
09/06/2020,Gangwon,58,16,35,17,18,0,0,7,0
09/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
09/06/2020,Chung- nam,150,14,125,0,123,1,1,11,2
09/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
09/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
09/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
09/06/2020,Gyeong- nam,125,18,87,32,48,6,1,20,1
09/06/2020,Jeju,15,9,2,0,1,0,1,4,0
09/06/2020,Airport,550,550,0,0,0,0,0,0,0
09/06/2020,Total,11852,1300,9449,5213,2841,1236,159,1103,38
10/06/2020,Seoul,1027,283,685,8,587,21,69,59,12
10/06/2020,Busan,147,29,88,12,57,18,1,30,0
10/06/2020,Daegu,6888,29,6118,4511,686,917,4,741,0
10/06/2020,Incheon,294,49,237,2,222,6,7,8,8
10/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
10/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
10/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
10/06/2020,Sejong,47,4,42,1,38,3,0,1,0
10/06/2020,Gyeonggi,976,200,718,29,573,53,63,58,21
10/06/2020,Gangwon,59,16,36,17,19,0,0,7,1
10/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
10/06/2020,Chung- nam,150,14,125,0,123,1,1,11,0
10/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
10/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
10/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
10/06/2020,Gyeong- nam,127,18,89,32,50,6,1,20,2
10/06/2020,Jeju,15,9,2,0,1,0,1,4,0
10/06/2020,Airport,556,556,0,0,0,0,0,0,6
10/06/2020,Total,11902,1307,9489,5213,2881,1236,159,1106,50
11/06/2020,Seoul,1048,284,702,8,604,21,69,62,21
11/06/2020,Busan,147,29,88,12,57,18,1,30,0
11/06/2020,Daegu,6888,29,6118,4511,686,917,4,741,0
11/06/2020,Incheon,300,50,241,2,226,6,7,9,6
11/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
11/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
11/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
11/06/2020,Sejong,47,4,42,1,38,3,0,1,0
11/06/2020,Gyeonggi,992,201,733,29,588,53,63,58,16
11/06/2020,Gangwon,59,16,36,17,19,0,0,7,0
11/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
11/06/2020,Chung- nam,150,14,125,0,123,1,1,11,0
11/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
11/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
11/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
11/06/2020,Gyeong- nam,127,18,89,32,50,6,1,20,0
11/06/2020,Jeju,15,9,2,0,1,0,1,4,0
11/06/2020,Airport,558,558,0,0,0,0,0,0,2
11/06/2020,Total,11947,1312,9525,5213,2917,1236,159,1110,45
12/06/2020,Seoul,1073,285,723,8,624,22,69,65,25
12/06/2020,Busan,147,29,88,12,57,18,1,30,0
12/06/2020,Daegu,6889,29,6118,4511,686,917,4,742,1
12/06/2020,Incheon,301,51,242,2,227,6,7,8,1
12/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
12/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
12/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
12/06/2020,Sejong,47,4,42,1,38,3,0,1,0
12/06/2020,Gyeonggi,1011,202,747,29,601,54,63,62,19
12/06/2020,Gangwon,59,16,36,17,19,0,0,7,0
12/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
12/06/2020,Chung- nam,150,14,125,0,123,1,1,11,0
12/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
12/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
12/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
12/06/2020,Gyeong- nam,127,18,89,32,50,6,1,20,0
12/06/2020,Jeju,15,9,2,0,1,0,1,4,0
12/06/2020,Airport,568,568,0,0,0,0,0,0,10
12/06/2020,Total,12003,1325,9561,5213,2951,1238,159,1117,56
13/06/2020,Seoul,1101,285,747,8,646,24,69,69,29
13/06/2020,Busan,147,29,88,12,57,18,1,30,0
13/06/2020,Daegu,6892,32,6118,4511,686,917,4,742,3
13/06/2020,Incheon,302,51,243,2,228,6,7,8,1
13/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
13/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
13/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
13/06/2020,Sejong,47,4,42,1,38,3,0,1,0
13/06/2020,Gyeonggi,1025,203,760,29,612,56,63,62,14
13/06/2020,Gangwon,59,16,36,17,19,0,0,7,0
13/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
13/06/2020,Chung- nam,151,14,125,0,123,1,1,12,1
13/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
13/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
13/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
13/06/2020,Gyeong- nam,127,18,89,32,50,6,1,20,0
13/06/2020,Jeju,15,9,2,0,1,0,1,4,0
13/06/2020,Airport,569,569,0,0,0,0,0,0,1
13/06/2020,Total,12051,1330,9599,5213,2985,1242,159,1122,49
14/06/2020,Seoul,1113,285,757,8,656,24,69,71,12
14/06/2020,Busan,147,29,88,12,57,18,1,30,0
14/06/2020,Daegu,6894,33,6118,4511,686,917,4,743,2
14/06/2020,Incheon,310,51,250,2,235,6,7,9,8
14/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
14/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
14/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
14/06/2020,Sejong,47,4,42,1,38,3,0,1,0
14/06/2020,Gyeonggi,1035,204,767,29,618,57,63,64,10
14/06/2020,Gangwon,60,16,37,17,20,0,0,7,1
14/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
14/06/2020,Chung- nam,151,14,125,0,123,1,1,12,0
14/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
14/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
14/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
14/06/2020,Gyeong- nam,127,18,89,32,50,6,1,20,0
14/06/2020,Jeju,15,9,2,0,1,0,1,4,0
14/06/2020,Airport,570,570,0,0,0,0,0,0,1
14/06/2020,Total,12085,1333,9624,5213,3009,1243,159,1128,34
15/06/2020,Seoul,1120,286,760,8,659,24,69,74,7
15/06/2020,Busan,147,29,88,12,57,18,1,30,0
15/06/2020,Daegu,6894,33,6118,4511,686,917,4,743,0
15/06/2020,Incheon,318,51,257,2,242,6,7,10,8
15/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
15/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
15/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
15/06/2020,Sejong,47,4,42,1,38,3,0,1,0
15/06/2020,Gyeonggi,1045,206,773,29,624,57,63,66,10
15/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
15/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
15/06/2020,Chung- nam,152,14,126,0,124,1,1,12,2
15/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
15/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
15/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
15/06/2020,Gyeong- nam,130,21,89,32,50,6,1,20,3
15/06/2020,Jeju,15,9,2,0,1,0,1,4,0
15/06/2020,Airport,577,577,0,0,0,0,0,0,7
15/06/2020,Total,12121,1346,9641,5213,3026,1243,159,1134,37
16/06/2020,Seoul,1132,287,770,8,668,25,69,75,12
16/06/2020,Busan,148,30,88,12,57,18,1,30,1
16/06/2020,Daegu,6894,33,6118,4511,686,917,4,743,0
16/06/2020,Incheon,320,51,258,2,243,6,7,11,2
16/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
16/06/2020,Daejeon,49,15,23,2,12,9,0,11,3
16/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
16/06/2020,Sejong,47,4,42,1,38,3,0,1,0
16/06/2020,Gyeonggi,1050,207,775,29,626,57,63,68,5
16/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
16/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
16/06/2020,Chung- nam,152,14,126,0,124,1,1,12,0
16/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
16/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
16/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
16/06/2020,Gyeong- nam,132,22,90,32,50,6,2,20,2
16/06/2020,Jeju,15,9,2,0,1,0,1,4,0
16/06/2020,Airport,586,586,0,0,0,0,0,0,9
16/06/2020,Total,12155,1359,9656,5213,3038,1245,160,1140,34
17/06/2020,Seoul,1145,288,781,8,679,25,69,76,13
17/06/2020,Busan,148,30,88,12,57,18,1,30,0
17/06/2020,Daegu,6895,34,6118,4511,686,917,4,743,1
17/06/2020,Incheon,322,51,261,2,246,6,7,10,2
17/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
17/06/2020,Daejeon,54,15,28,2,18,8,0,11,5
17/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
17/06/2020,Sejong,47,4,42,1,38,3,0,1,0
17/06/2020,Gyeonggi,1063,209,782,29,631,59,63,72,13
17/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
17/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
17/06/2020,Chung- nam,153,14,127,0,124,2,1,12,1
17/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
17/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
17/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
17/06/2020,Gyeong- nam,132,22,90,32,50,6,2,20,0
17/06/2020,Jeju,16,10,2,0,1,0,1,4,1
17/06/2020,Airport,593,593,0,0,0,0,0,0,7
17/06/2020,Total,12198,1371,9683,5213,3063,1247,160,1144,43
18/06/2020,Seoul,1170,289,800,8,696,27,69,81,25
18/06/2020,Busan,148,30,88,12,57,18,1,30,0
18/06/2020,Daegu,6896,35,6118,4511,686,917,4,743,1
18/06/2020,Incheon,323,52,261,2,246,6,7,10,1
18/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
18/06/2020,Daejeon,61,15,35,2,25,8,0,11,7
18/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
18/06/2020,Sejong,48,4,43,1,39,3,0,1,1
18/06/2020,Gyeonggi,1079,210,798,29,647,59,63,71,16
18/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
18/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
18/06/2020,Chung- nam,156,14,130,0,127,2,1,12,3
18/06/2020,Jeonbuk,22,10,6,1,5,0,0,6,1
18/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
18/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
18/06/2020,Gyeong- nam,132,22,90,32,50,6,2,20,0
18/06/2020,Jeju,16,10,2,0,1,0,1,4,0
18/06/2020,Airport,597,597,0,0,0,0,0,0,4
18/06/2020,Total,12257,1379,9729,5213,3107,1249,160,1149,59
19/06/2020,Seoul,1188,290,810,8,708,25,69,88,18
19/06/2020,Busan,148,30,88,12,57,18,1,30,0
19/06/2020,Daegu,6896,35,6118,4511,686,917,4,743,0
19/06/2020,Incheon,323,52,261,2,246,6,7,10,0
19/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
19/06/2020,Daejeon,67,15,40,2,30,8,0,12,6
19/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
19/06/2020,Sejong,48,4,43,1,39,3,0,1,0
19/06/2020,Gyeonggi,1090,212,807,29,656,59,63,71,11
19/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
19/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
19/06/2020,Chung- nam,156,14,130,0,127,2,1,12,0
19/06/2020,Jeonbuk,22,10,6,1,5,0,0,6,0
19/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
19/06/2020,Gyeong- buk,1383,16,1234,566,478,190,0,133,0
19/06/2020,Gyeong- nam,132,22,90,32,50,6,2,20,0
19/06/2020,Jeju,19,13,2,0,1,0,1,4,3
19/06/2020,Airport,608,608,0,0,0,0,0,0,11
19/06/2020,Total,12306,1396,9753,5213,3133,1247,160,1157,49
20/06/2020,Seoul,1202,291,824,8,724,23,69,87,14
20/06/2020,Busan,150,32,88,12,57,18,1,30,2
20/06/2020,Daegu,6898,35,6119,4511,686,918,4,744,2
20/06/2020,Incheon,328,53,265,2,250,6,7,10,5
20/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
20/06/2020,Daejeon,72,15,45,2,35,8,0,12,5
20/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
20/06/2020,Sejong,48,4,43,1,39,3,0,1,0
20/06/2020,Gyeonggi,1107,219,815,29,664,59,63,73,17
20/06/2020,Gangwon,60,16,37,17,20,0,0,7,0
20/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
20/06/2020,Chung- nam,158,14,132,0,129,2,1,12,2
20/06/2020,Jeonbuk,23,11,6,1,5,0,0,6,1
20/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
20/06/2020,Gyeong- buk,1384,17,1234,566,478,190,0,133,1
20/06/2020,Gyeong- nam,132,22,90,32,50,6,2,20,0
20/06/2020,Jeju,19,13,2,0,1,0,1,4,0
20/06/2020,Airport,626,626,0,0,0,0,0,0,18
20/06/2020,Total,12373,1427,9787,5213,3168,1246,160,1159,67
21/06/2020,Seoul,1219,292,839,8,739,23,69,88,17
21/06/2020,Busan,150,32,88,12,57,18,1,30,0
21/06/2020,Daegu,6899,35,6120,4511,686,919,4,744,1
21/06/2020,Incheon,328,53,265,2,250,6,7,10,0
21/06/2020,Gwangju,33,16,17,9,1,1,6,0,1
21/06/2020,Daejeon,82,15,56,2,46,8,0,11,10
21/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
21/06/2020,Sejong,49,4,44,1,40,3,0,1,1
21/06/2020,Gyeonggi,1117,221,823,29,672,59,63,73,10
21/06/2020,Gangwon,62,16,39,17,22,0,0,7,2
21/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
21/06/2020,Chung- nam,159,14,133,0,130,2,1,12,1
21/06/2020,Jeonbuk,23,11,6,1,5,0,0,6,0
21/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
21/06/2020,Gyeong- buk,1384,17,1234,566,478,190,0,133,0
21/06/2020,Gyeong- nam,133,23,90,32,50,6,2,20,1
21/06/2020,Jeju,19,13,2,0,1,0,1,4,0
21/06/2020,Airport,630,630,0,0,0,0,0,0,4
21/06/2020,Total,12421,1435,9827,5213,3207,1247,160,1159,48
22/06/2020,Seoul,1224,293,842,8,740,25,69,89,5
22/06/2020,Busan,150,32,88,12,57,18,1,30,0
22/06/2020,Daegu,6900,35,6121,4511,686,920,4,744,1
22/06/2020,Incheon,329,54,265,2,250,6,7,10,1
22/06/2020,Gwangju,33,16,17,9,1,1,6,0,0
22/06/2020,Daejeon,82,15,56,2,46,8,0,11,0
22/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
22/06/2020,Sejong,49,4,44,1,40,3,0,1,0
22/06/2020,Gyeonggi,1123,224,826,29,675,59,63,73,6
22/06/2020,Gangwon,62,16,39,17,22,0,0,7,0
22/06/2020,Chung- buk,61,9,42,6,27,7,2,10,0
22/06/2020,Chung- nam,161,14,135,0,132,2,1,12,2
22/06/2020,Jeonbuk,24,11,8,1,7,0,0,5,1
22/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
22/06/2020,Gyeong- buk,1385,18,1234,566,478,190,0,133,1
22/06/2020,Gyeong- nam,133,23,90,32,50,6,2,20,0
22/06/2020,Jeju,19,13,2,0,1,0,1,4,0
22/06/2020,Airport,630,630,0,0,0,0,0,0,0
22/06/2020,Total,12438,1441,9838,5213,3215,1250,160,1159,17
23/06/2020,Seoul,1230,293,847,8,746,24,69,90,6
23/06/2020,Busan,150,32,88,12,57,18,1,30,0
23/06/2020,Daegu,6901,35,6121,4511,689,917,4,745,1
23/06/2020,Incheon,330,54,266,2,251,6,7,10,1
23/06/2020,Gwangju,33,16,17,9,1,1,6,0,0
23/06/2020,Daejeon,86,15,59,2,49,8,0,12,4
23/06/2020,Ulsan,53,22,24,16,2,3,3,7,0
23/06/2020,Sejong,49,4,44,1,40,3,0,1,0
23/06/2020,Gyeonggi,1130,227,829,29,678,59,63,74,7
23/06/2020,Gangwon,62,16,39,17,22,0,0,7,0
23/06/2020,Chung- buk,62,10,42,6,27,7,2,10,1
23/06/2020,Chung- nam,161,14,135,0,132,2,1,12,0
23/06/2020,Jeonbuk,24,11,8,1,7,0,0,5,0
23/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
23/06/2020,Gyeong- buk,1385,18,1234,566,478,190,0,133,0
23/06/2020,Gyeong- nam,133,23,90,32,50,6,2,20,0
23/06/2020,Jeju,19,13,2,0,1,0,1,4,0
23/06/2020,Airport,656,656,0,0,0,0,0,0,26
23/06/2020,Total,12484,1471,9850,5213,3231,1246,160,1163,46
24/06/2020,Seoul,1241,293,853,8,750,26,69,95,11
24/06/2020,Busan,152,34,88,12,57,18,1,30,2
24/06/2020,Daegu,6903,37,6121,4511,689,917,4,745,2
24/06/2020,Incheon,333,54,268,2,251,7,8,11,3
24/06/2020,Gwangju,33,16,17,9,1,1,6,0,0
24/06/2020,Daejeon,94,15,67,2,56,9,0,12,8
24/06/2020,Ulsan,55,22,25,16,3,3,3,8,2
24/06/2020,Sejong,49,4,44,1,40,3,0,1,0
24/06/2020,Gyeon- ggi,1137,229,832,29,680,60,63,76,7
24/06/2020,Gangwon,63,16,40,17,23,0,0,7,1
24/06/2020,"Chung-
buk",62,10,42,6,27,7,2,10,0
24/06/2020,Chung- nam,162,14,136,0,133,2,1,12,1
24/06/2020,Jeonbuk,25,12,8,1,7,0,0,5,1
24/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
24/06/2020,Gyeong- buk,1386,19,1234,566,478,190,0,133,1
24/06/2020,Gyeong- nam,133,23,90,32,50,6,2,20,0
24/06/2020,Jeju,19,13,2,0,1,0,1,4,0
24/06/2020,Airport,668,668,0,0,0,0,0,0,12
24/06/2020,Total,12535,1491,9872,5213,3247,1251,161,1172,51
25/06/2020,Seoul,1250,294,857,8,754,26,69,99,9
25/06/2020,Busan,152,34,88,12,57,18,1,30,0
25/06/2020,Daegu,6903,37,6121,4511,689,917,4,745,0
25/06/2020,Incheon,334,54,269,2,253,6,8,11,1
25/06/2020,Gwangju,33,16,17,9,1,1,6,0,0
25/06/2020,Daejeon,98,15,72,2,62,8,0,11,4
25/06/2020,Ulsan,55,22,26,16,4,3,3,7,0
25/06/2020,Sejong,49,4,44,1,40,3,0,1,0
25/06/2020,Gyeon- ggi,1146,229,840,29,686,62,63,77,9
25/06/2020,Gangwon,63,16,40,17,23,0,0,7,0
25/06/2020,"Chung-
buk",62,10,42,6,27,7,2,10,0
25/06/2020,Chung- nam,163,14,137,0,134,2,1,12,1
25/06/2020,Jeonbuk,25,12,8,1,7,0,0,5,0
25/06/2020,Jeonnam,20,12,5,1,1,2,1,3,0
25/06/2020,Gyeong- buk,1386,19,1234,566,478,190,0,133,0
25/06/2020,Gyeong- nam,133,23,90,32,50,6,2,20,0
